,Дата,severstal,aeroflot,gazprom,lukoil,novatek,ozon,rosneft,sber,tatneft,yandex,SU26207RMFS9,SU26227RMFS7,SU26238RMFS4,SU26243RMFS4,SU25085RMFS0,brent,moex,rts,Евро,Доллар США
0,29.12.2023,1407.0,35.05,159.52,6739.0,1463.2,2804.5,593.2,270.82,710.0,2540.0,92.2,97.78,66.398,87.0,96.0,77.04,"3 099,11","1 083,48","100,5506","90,3041"
1,28.12.2023,1408.0,34.87,159.14,6767.0,1448.0,2799.0,591.9,271.74,708.2,2531.2,92.104,97.35,66.392,87.1,96.0,77.15,"3 101,99","1 090,93","101,3451","91,7051"
2,27.12.2023,1382.0,35.11,159.86,6768.0,1450.6,2688.5,594.55,271.08,717.7,2550.0,91.9,97.332,66.467,87.217,96.0,79.54,"3 097,49","1 068,71","101,1178","91,7069"
3,26.12.2023,1375.2,35.47,161.0,6771.0,1476.2,2661.5,589.3,271.9,698.3,2427.6,92.015,97.37,66.532,87.7,96.0,81.07,"3 094,72","1 063,05","101,5781","91,9690"
4,25.12.2023,1341.2,35.56,161.09,6744.0,1478.0,2662.0,584.45,271.08,676.0,2396.6,92.137,97.252,66.975,87.836,96.0,,"3 099,02","1 063,67","101,2863","91,9389"
5,22.12.2023,1333.8,35.97,162.09,6732.5,1489.6,2632.0,583.75,271.3,661.5,2295.8,92.15,97.236,66.86,87.8,96.0,79.07,"3 092,58","1 057,58","100,5113","91,7062"
6,21.12.2023,1336.6,35.93,161.57,6702.0,1478.2,2633.0,577.1,265.19,658.5,2267.2,92.055,97.108,66.75,88.0,96.0,79.39,"3 073,57","1 051,87","99,0480","90,4056"
7,20.12.2023,1330.0,36.94,163.56,6735.0,1531.2,2678.0,578.6,266.61,658.4,2288.8,92.166,96.96,66.599,87.597,96.0,79.7,"3 104,66","1 075,11","98,5764","90,0870"
8,19.12.2023,1307.2,36.66,165.48,6709.0,1531.4,2695.0,574.0,267.35,653.4,2242.2,92.036,96.914,66.136,86.703,96.0,79.23,"3 083,64","1 074,4","98,7578","90,4162"
9,18.12.2023,1283.2,37.3,167.0,6723.5,1501.0,2700.5,566.65,268.4,643.6,2250.4,91.67,97.0,65.61,86.59,96.0,77.95,"3 076,26","1 075,5","98,4186","89,6966"
10,15.12.2023,1273.6,36.28,164.2,6560.0,1494.6,2630.5,561.5,268.21,635.3,2224.4,91.22,96.98,65.0,86.109,96.0,76.55,"3 033,89","1 060,64","97,7377","89,6741"
11,14.12.2023,1216.6,35.34,160.89,6860.0,1460.2,2539.0,535.7,256.64,617.0,2157.6,90.94,96.835,64.272,85.014,96.0,76.61,"3 008,84","1 055,45","96,9500","89,8926"
12,13.12.2023,1245.4,35.68,163.92,7043.5,1507.6,2617.0,555.85,260.45,628.7,2266.8,90.928,97.013,64.333,85.111,96.0,74.26,"3 032,22","1 062,67","97,4030","90,2158"
13,12.12.2023,1240.6,35.29,162.46,7014.5,1496.4,2566.5,549.55,257.6,625.5,2257.0,91.001,97.02,64.515,85.504,96.0,73.24,"3 019,89","1 056,02","98,0769","90,9846"
14,11.12.2023,1251.0,35.09,164.87,6977.0,1491.0,2510.0,555.0,256.89,625.0,2207.6,91.05,97.287,64.901,85.86,96.0,76.03,"3 026,17","1 047,95","98,8409","91,6402"
15,08.12.2023,1270.4,35.66,161.5,7140.0,1531.4,2673.0,564.7,265.16,637.7,2337.6,91.651,97.225,65.325,86.747,96.0,75.84,"3 079,99","1 054,28","99,8131","92,5654"
16,07.12.2023,1245.0,34.94,163.38,7092.0,1515.2,2640.0,560.6,265.12,626.2,2349.8,91.464,97.225,65.311,86.2,96.0,74.05,"3 073,63","1 051,21","100,1353","92,7826"
17,06.12.2023,1252.0,35.24,158.74,7138.0,1505.8,2697.5,565.55,267.58,622.2,2320.6,91.345,97.001,65.433,86.317,96.0,74.3,"3 079,5","1 045,28","99,1340","91,5823"
18,05.12.2023,1295.2,36.06,160.46,7248.5,1542.4,2737.5,574.35,279.62,635.2,2418.6,91.345,97.011,65.872,86.84,96.0,77.2,"3 129,33","1 066,13","98,5768","90,6728"
19,04.12.2023,1274.0,35.8,160.01,7132.5,1505.4,2707.0,565.0,270.96,623.7,2397.8,91.58,96.853,66.02,87.01,96.0,78.03,"3 114,41","1 076,99","97,9126","89,7619"
20,01.12.2023,1257.0,36.51,162.61,7175.5,1500.0,2756.5,575.15,273.97,632.5,2420.6,91.85,97.08,66.81,87.6,96.0,78.88,"3 142,29","1 095,28","96,8827","88,5819"
21,30.11.2023,1268.2,36.29,163.23,7239.0,1510.0,2828.0,584.3,277.5,638.8,2523.4,92.309,97.565,67.15,87.856,96.0,80.86,"3 165,79","1 115,01","97,6503","88,8841"
22,29.11.2023,1297.2,36.72,163.17,7202.0,1493.6,2903.0,593.45,276.8,638.7,2574.0,92.379,97.59,67.06,88.001,96.0,82.88,"3 173,52","1 128,01","97,0659","88,6102"
23,28.11.2023,1304.2,37.15,164.21,7238.0,1509.2,2868.0,589.9,279.91,641.2,2602.6,92.235,97.552,67.023,87.866,96.0,81.68,"3 196,36","1 128,61","97,1594","88,7045"
24,27.11.2023,1294.2,37.82,162.79,7222.5,1510.4,2901.0,578.0,282.33,638.4,2593.2,92.217,97.505,67.014,87.901,96.0,79.98,"3 191,05","1 132,05","96,9187","88,8133"
25,24.11.2023,1317.2,38.51,164.71,7295.0,1514.0,2895.0,578.85,286.85,648.0,2594.6,92.269,97.42,67.103,88.0,96.0,80.58,"3 217,76","1 143,15","96,2273","88,1206"
26,23.11.2023,1330.4,38.67,164.11,7258.0,1511.2,2944.0,580.8,286.19,641.1,2559.2,92.231,97.5,67.32,87.976,96.0,81.42,"3 221,05","1 148,97","96,1475","88,1648"
27,22.11.2023,1349.8,39.01,165.37,7299.0,1525.8,2975.0,581.75,286.16,640.8,2573.4,92.29,97.5,67.207,87.922,96.0,81.96,"3 230,65","1 151,94","96,2561","87,8701"
28,21.11.2023,1327.0,39.11,165.15,7209.0,1539.0,2990.5,583.4,282.79,634.2,2572.6,91.979,97.38,66.842,87.642,96.0,82.45,"3 218,48","1 154,39","96,6597","88,4954"
29,20.11.2023,1332.4,38.57,165.51,7194.5,1545.6,2853.0,581.5,282.91,615.4,2573.4,91.913,97.3,66.875,87.505,96.0,82.32,"3 207,36","1 142,51","96,7692","89,1237"
30,17.11.2023,1351.0,38.54,165.31,7225.5,1536.0,2756.0,583.3,281.6,615.5,2572.0,91.91,97.222,66.903,87.512,96.0,80.61,"3 206,34","1 122,1","96,5921","88,9466"
31,16.11.2023,1350.8,38.28,165.48,7135.5,1538.2,2751.0,572.75,279.7,602.1,2569.0,91.9,97.1,66.781,87.469,96.0,77.42,"3 189,08","1 129,22","97,1334","89,4565"
32,15.11.2023,1360.0,38.68,166.46,7224.0,1566.8,2707.5,585.0,282.89,611.8,2620.0,92.024,97.1,67.0,87.509,96.0,81.18,"3 215,11","1 134,24","97,7781","91,2570"
33,14.11.2023,1356.8,38.38,165.86,7200.0,1594.0,2642.0,591.3,280.87,610.7,2600.0,91.44,96.985,66.57,86.66,96.0,82.47,"3 212,39","1 116,97","98,5314","92,1185"
34,13.11.2023,1378.8,38.8,167.85,7277.5,1623.6,2693.5,598.3,283.97,616.3,2577.2,91.655,97.102,66.802,87.078,96.0,82.52,"3 248,27","1 117,43","98,3155","92,0535"
35,10.11.2023,1366.8,39.19,168.25,7288.5,1618.2,2645.0,598.3,280.19,620.0,2598.8,91.99,97.18,67.109,87.562,96.0,81.43,"3 242,06","1 107,44","98,4076","91,9266"
36,09.11.2023,1359.2,39.39,168.16,7260.0,1612.2,2681.0,583.1,276.65,615.2,2611.6,91.701,97.0,67.271,87.755,96.0,80.01,"3 239,92","1 108,87","98,4403","92,1973"
37,08.11.2023,1375.2,39.93,168.49,7295.0,1623.4,2678.5,581.65,278.15,614.5,2614.8,91.128,96.888,66.243,86.497,96.0,79.54,"3 245,43","1 113,03","98,7863","92,4151"
38,07.11.2023,1391.6,40.1,168.53,7333.5,1634.2,2675.0,583.95,273.31,611.2,2633.2,91.2,96.777,66.05,86.498,96.0,81.61,"3 246,34","1 107,2","99,0111","93,0351"
39,06.11.2023,1386.2,39.64,169.48,7376.0,1644.4,2642.5,588.95,273.42,609.7,2638.0,91.241,96.753,66.97,88.031,,85.18,"3 235,11","1 103,78","99,0111","93,0351"
40,03.11.2023,1372.0,38.97,169.19,7238.0,1608.4,2623.0,581.5,268.54,601.7,2613.0,91.201,96.712,66.623,87.55,,84.89,"3 208,63","1 093,74","98,9995","93,1730"
41,02.11.2023,1359.8,39.25,168.18,7253.5,1639.8,2630.5,586.25,269.06,602.7,2625.6,90.352,96.525,65.244,86.124,96.0,86.85,"3 197,22","1 079,82","98,4365","93,2801"
42,01.11.2023,1351.0,39.25,170.08,7240.0,1659.0,2616.0,579.5,269.68,606.3,2639.8,90.089,96.6,64.495,85.206,96.0,84.63,"3 206,52","1 088,42","97,9345","92,0226"
43,31.10.2023,1354.8,39.35,167.88,7150.5,1661.0,2598.0,574.55,268.35,607.6,2612.0,89.434,96.525,63.424,84.402,96.0,85.02,"3 200,97","1 079,88","98,6164","93,2435"
44,30.10.2023,1372.0,39.89,167.16,7248.0,1681.0,2646.5,587.2,269.89,621.2,2603.6,89.349,96.417,63.71,85.001,96.0,86.35,"3 227,07","1 094,37","98,3504","93,2174"
45,27.10.2023,1362.8,40.26,167.26,7318.0,1678.4,2680.0,594.6,269.7,622.4,2666.6,89.354,96.402,64.248,85.384,96.0,90.48,"3 224,18","1 079,07","98,7376","93,5616"
46,26.10.2023,1369.6,39.98,168.45,7228.5,1682.0,2691.5,583.0,269.9,613.6,2682.4,89.666,96.75,64.523,85.58,96.0,87.93,"3 223,89","1 084,78","98,6543","93,1507"
47,25.10.2023,1387.4,40.87,169.62,7437.5,1695.0,2734.0,590.5,273.73,622.3,2737.0,89.831,96.702,64.765,85.695,96.0,90.13,"3 265,28","1 103,6","99,5534","93,5224"
48,24.10.2023,1395.2,40.79,170.19,7444.0,1679.4,2710.0,586.2,271.27,625.5,2725.2,90.03,96.702,64.621,85.82,96.0,88.07,"3 265,01","1 102,37","100,3030","94,7081"
49,23.10.2023,1399.8,40.94,170.39,7462.5,1688.0,2740.0,593.3,270.1,626.6,2677.2,89.836,96.802,64.72,85.33,96.0,89.83,"3 263,68","1 091,16","101,4257","95,9053"
50,20.10.2023,1409.8,40.93,171.39,7491.5,1708.6,2757.0,602.9,269.8,630.4,2679.4,89.714,96.9,64.62,85.559,96.0,92.16,"3 269,27","1 081,29","102,6255","97,3074"
51,19.10.2023,1396.0,40.88,170.38,7486.0,1723.2,2783.0,595.25,268.65,633.1,2660.6,89.558,96.8,64.525,85.625,96.0,92.38,"3 255,16","1 056,54","102,9059","97,3724"
52,18.10.2023,1408.6,40.83,170.18,7488.0,1730.0,2732.5,586.8,267.9,632.3,2527.2,89.704,96.99,64.518,85.79,96.0,91.5,"3 249,21","1 051,17","102,7527","97,3458"
53,17.10.2023,1422.2,41.13,171.97,7384.5,1728.6,2738.0,573.05,270.0,628.5,2527.4,90.001,96.9,64.886,87.44,96.0,89.9,"3 247,15","1 046,79","102,5200","97,2865"
54,16.10.2023,1403.8,41.34,172.55,7335.0,1729.6,2739.5,568.65,268.15,628.9,2530.0,89.99,96.755,65.38,88.691,96.0,89.65,"3 234,78",1 047,"102,5523","97,3075"
55,13.10.2023,1378.2,40.45,170.2,7244.0,1708.4,2728.0,561.85,263.51,628.3,2512.6,89.703,96.75,64.95,88.202,96.0,90.89,"3 192,33","1 034,11","103,0350","96,9948"
56,12.10.2023,1368.8,40.4,169.5,7120.0,1703.6,2713.0,546.05,264.5,617.6,2465.0,89.97,96.593,64.98,88.001,96.0,86.0,"3 174,66","1 026,42","105,9544","99,9808"
57,11.10.2023,1358.0,40.36,167.89,6890.5,1690.2,2670.0,540.35,260.21,618.8,2444.0,89.756,96.505,65.66,88.625,96.0,85.82,"3 194,12","1 005,24","105,6864","99,9349"
58,10.10.2023,1374.4,40.74,168.03,6853.5,1717.4,2720.0,549.0,263.0,649.5,2485.2,89.49,96.495,64.418,88.1,96.0,87.65,"3 177,03","996,56","107,0322","101,3598"
59,09.10.2023,1368.4,40.56,167.06,6863.5,1756.2,2652.5,552.5,265.25,643.7,2477.4,89.417,96.441,64.6,88.15,96.0,88.15,"3 174,02","1 006,92","106,0100","100,4911"
60,06.10.2023,1367.0,40.63,166.59,6797.0,1719.4,2654.0,534.2,262.93,638.0,2482.2,89.55,96.411,65.349,88.251,96.0,84.58,"3 144,89","987,14","104,7877","99,6762"
61,05.10.2023,1372.2,40.45,166.06,6721.5,1710.8,2624.5,534.7,259.38,633.8,2480.0,89.4,96.442,65.387,88.4,96.0,84.07,"3 131,76","982,6","104,3024","99,4555"
62,04.10.2023,1370.6,40.75,165.4,6660.5,1698.0,2606.0,533.95,259.53,634.2,2379.6,89.514,96.376,65.3,88.251,96.0,85.81,"3 134,25","991,35","104,0621","99,2677"
63,03.10.2023,1358.4,40.98,166.75,6754.5,1706.0,2624.0,538.9,259.65,639.1,2386.8,89.85,96.43,65.686,88.351,96.0,90.92,"3 143,88","993,74","103,8680","98,4785"
64,02.10.2023,1390.0,40.81,166.08,6720.0,1698.0,2612.5,535.55,258.98,639.3,2395.8,89.715,96.48,65.51,88.4,96.0,90.71,"3 132,33","992,18","103,1631","97,4147"
65,29.09.2023,1368.4,41.5,167.09,6677.0,1666.2,2636.0,537.0,260.72,625.4,2402.2,89.745,96.462,65.752,88.414,96.0,92.2,"3 133,26","1 007,58","102,0979","97,0018"
66,28.09.2023,1375.2,41.43,169.58,6645.5,1664.0,2691.0,535.7,257.67,619.4,2439.4,90.065,96.449,66.39,88.498,96.0,93.1,"3 108,07","1 011,04","101,9780","96,5000"
67,27.09.2023,1378.4,41.72,165.53,6490.0,1647.2,2675.0,529.95,256.1,615.3,2453.8,90.36,96.457,66.882,88.8,96.0,96.55,"3 067,61","999,22","101,9888","96,2378"
68,26.09.2023,1370.8,40.29,165.36,6386.0,1628.0,2579.5,517.85,255.87,603.4,2391.0,90.38,96.46,66.971,88.581,96.0,93.96,"3 051,91","998,49","102,2453","96,1456"
69,25.09.2023,1331.8,40.21,165.87,6449.0,1605.2,2540.0,520.65,252.65,604.6,2391.0,90.549,96.633,67.038,89.397,96.0,93.29,"3 045,39","997,09","102,2485","96,0419"
70,22.09.2023,1342.0,41.0,166.7,6495.0,1625.2,2586.0,513.9,251.99,610.8,2410.2,90.525,96.637,67.061,89.296,96.0,93.27,"3 049,07","999,99","102,3606","96,0762"
71,21.09.2023,1268.8,40.23,165.85,6379.0,1596.2,2479.5,508.0,250.16,597.6,2355.4,90.591,96.64,67.2,89.2,,93.3,"3 019,22","988,12","103,3699","96,6172"
72,20.09.2023,1285.2,40.14,169.11,6423.0,1625.6,2600.0,529.35,253.77,611.8,2418.0,90.64,96.756,67.2,89.263,96.0,93.53,"3 068,15","1 002,54","102,9211","96,2236"
73,19.09.2023,1286.8,40.25,168.93,6344.0,1599.6,2639.5,544.0,252.72,610.1,2442.2,90.818,96.632,67.4,89.3,96.0,94.34,"3 083,85","1 003,35","103,0945","96,6472"
74,18.09.2023,1292.8,41.52,172.8,6526.0,1636.2,2722.0,557.1,259.07,626.2,2518.0,91.332,96.81,68.104,89.651,96.0,94.43,"3 135,18","1 024,52","103,0358","96,6338"
75,15.09.2023,1311.4,41.63,173.79,6553.0,1656.0,2770.0,562.8,260.83,614.8,2568.0,90.74,96.76,68.103,90.0,96.0,93.93,"3 152,53","1 029,15","103,2289","96,1609"
76,14.09.2023,1293.6,41.3,173.52,6519.0,1640.4,2688.0,556.3,260.0,602.5,2508.8,90.661,96.677,67.656,90.001,96.0,93.7,"3 139,49","1 018,31","103,1066","95,9794"
77,13.09.2023,1295.8,41.87,174.94,6610.0,1646.4,2710.0,555.15,258.18,604.7,2550.8,91.065,96.9,68.001,89.702,96.0,91.88,"3 148,32","1 030,65","101,5646","94,7035"
78,12.09.2023,1326.6,42.53,177.62,6729.0,1670.4,2774.0,562.0,262.4,606.6,2579.2,91.285,96.978,68.271,90.19,96.0,92.06,"3 165,92","1 049,65","103,5332","96,5083"
79,11.09.2023,1289.0,41.73,174.64,6456.0,1622.0,2607.0,549.1,256.25,588.4,2488.8,90.435,96.708,67.13,89.95,96.0,90.64,"3 122,37","1 033,5","104,8872","97,9241"
80,08.09.2023,1316.6,42.4,175.95,6625.0,1641.4,2739.0,557.95,255.68,595.5,2547.6,90.259,96.65,67.165,89.589,96.0,90.65,"3 142,88","1 012,4","105,2776","98,1961"
81,07.09.2023,1342.0,42.54,177.64,6666.5,1663.6,2746.0,564.6,258.79,603.7,2585.6,91.13,96.8,67.616,89.9,96.0,89.92,"3 169,07","1 014,05","105,0789","97,8439"
82,06.09.2023,1370.0,43.75,180.96,6867.5,1690.2,2835.0,578.8,263.5,608.8,2664.6,91.546,96.909,68.15,90.491,96.0,90.6,"3 245,47","1 038,58","104,9043","97,5383"
83,05.09.2023,1411.0,44.04,182.48,6916.0,1703.8,2865.5,574.4,264.75,607.2,2726.6,92.555,97.252,69.151,91.201,96.0,90.04,"3 264,43","1 050,99","104,4171","96,6199"
84,04.09.2023,1432.2,44.14,181.11,6850.0,1698.2,2867.0,567.25,267.39,602.5,2744.0,93.171,97.51,69.445,91.276,96.0,89.0,"3 268,97","1 063,41","104,6108","96,3411"
85,01.09.2023,1431.6,44.01,178.22,6819.0,1688.0,2816.0,559.15,265.0,593.0,2690.2,93.003,97.65,69.447,91.309,96.0,88.55,"3 231,35","1 055,43","104,9407","96,3344"
86,31.08.2023,1427.4,44.02,177.99,6830.0,1684.8,2829.0,556.15,264.85,590.2,2689.0,93.29,97.7,69.5,91.251,96.0,86.83,"3 227,99","1 059,17","104,4496","95,9283"
87,30.08.2023,1385.0,44.12,177.47,6837.0,1688.6,2852.0,556.9,264.7,589.4,2668.2,93.113,97.654,69.5,91.313,96.0,85.24,"3 212,68","1 052,06","103,4765","95,7070"
88,29.08.2023,1358.6,44.38,178.69,6779.5,1682.8,2873.5,558.3,265.68,586.5,2698.8,93.185,97.585,69.45,91.463,96.0,85.49,"3 211,36","1 059,98","103,2434","95,4717"
89,28.08.2023,1385.4,44.78,176.2,6662.0,1681.6,2890.0,545.55,266.93,587.5,2670.0,93.269,97.732,69.545,92.0,96.0,84.42,"3 198,72","1 057,97","102,2586","94,7117"
90,25.08.2023,1360.0,44.34,174.7,6566.0,1676.2,2865.0,538.85,260.5,587.7,2648.6,93.5,97.771,69.651,92.33,96.0,84.48,"3 157,33","1 043,84","102,4719","94,4007"
91,24.08.2023,1346.8,44.47,174.97,6561.5,1674.4,2882.0,539.8,259.63,581.6,2648.4,93.508,97.73,69.709,92.45,96.0,83.36,"3 137,37","1 043,51","102,2452","94,4421"
92,23.08.2023,1302.6,44.14,173.65,6412.5,1642.0,2830.0,534.5,256.4,575.9,2604.0,93.74,97.85,69.622,92.312,96.0,83.21,"3 146,2","1 051,15","102,7530","94,1185"
93,22.08.2023,1329.6,44.94,176.48,6606.5,1681.6,2960.5,549.5,261.45,590.3,2710.8,93.729,97.753,70.04,92.304,96.0,84.03,"3 164,25","1 057,56","102,5719","94,1424"
94,21.08.2023,1299.8,44.83,176.36,6265.5,1665.6,2840.0,547.45,261.15,584.6,2662.4,93.951,97.956,70.291,92.354,96.0,84.46,"3 139,93","1 057,02","101,4802","93,4047"
95,18.08.2023,1302.2,44.91,175.48,6277.5,1644.2,2784.0,548.2,261.14,575.1,2602.2,93.64,97.979,70.404,92.888,96.0,84.8,"3 111,22","1 047,03","102,1810","93,7460"
96,17.08.2023,1291.0,44.7,174.14,6162.0,1607.2,2710.0,544.45,258.5,568.2,2581.6,93.7,98.036,70.5,92.582,96.0,84.12,"3 059,02","1 028,93","105,6591","96,7045"
97,16.08.2023,1278.0,44.03,174.14,6094.5,1598.6,2651.0,532.95,256.02,563.0,2570.6,93.355,97.501,70.191,92.45,96.0,83.45,"3 049,46","1 014,61","106,5736","97,4217"
98,15.08.2023,1305.6,45.13,176.16,6131.5,1622.0,2711.5,546.3,260.42,574.0,2615.8,93.201,97.65,69.717,92.217,96.0,85.03,"3 115,25","1 010,19","110,6847","101,0399"
99,14.08.2023,1307.8,45.09,177.09,6127.5,1624.4,2660.0,539.75,260.45,576.3,2610.0,93.1,97.79,69.201,92.0,96.0,86.21,3 131,"1 009,43","107,9723","98,2066"
100,11.08.2023,1345.4,45.84,176.35,6284.5,1658.6,2769.5,549.0,266.23,577.4,2704.2,94.336,98.452,70.003,92.551,96.0,86.81,"3 155,51","1 000,89","107,1563","97,2794"
101,10.08.2023,1356.4,45.47,176.65,6252.0,1639.0,2769.5,535.2,266.91,574.9,2718.0,94.301,98.626,70.056,92.71,96.0,86.4,"3 148,86","1 017,71","106,8897","97,3999"
102,09.08.2023,1339.4,45.25,174.51,6171.5,1592.2,2699.0,533.2,263.91,569.5,2723.2,94.71,98.56,70.11,92.607,96.0,87.55,"3 099,52","1 004,72","105,4352","96,0755"
103,08.08.2023,1326.2,45.38,172.71,6124.5,1594.4,2720.0,527.9,264.62,555.5,2728.6,95.186,98.615,70.232,92.7,96.0,86.17,"3 085,31","999,8","106,0543","96,5668"
104,07.08.2023,1327.4,45.22,172.52,6048.5,1593.4,2604.5,524.6,261.92,548.7,2709.0,95.7,98.861,70.206,92.76,96.0,85.34,"3 084,08","1 017,03","103,8379","94,8076"
105,04.08.2023,1348.4,45.29,173.46,6103.0,1577.0,2636.5,521.95,264.12,541.9,2731.0,95.43,98.753,70.251,92.68,96.0,86.24,"3 092,44","1 015,74","102,5310","93,7792"
106,03.08.2023,1399.0,45.47,177.1,6155.0,1602.4,2679.0,526.7,269.11,547.7,2780.0,95.677,98.723,70.349,92.64,96.0,85.14,"3 147,8","1 046,57","101,9268","92,8410"
107,02.08.2023,1364.0,45.26,174.07,6069.5,1556.2,2423.5,522.95,268.57,537.5,2709.4,95.875,98.872,70.479,92.7,96.0,83.2,"3 106,46","1 040,15","100,6988","91,7755"
108,01.08.2023,1364.6,45.35,173.21,6008.0,1525.2,2419.0,516.7,268.5,526.5,2670.0,95.965,98.936,70.47,92.702,96.0,84.91,"3 093,64","1 055,79","100,9428","91,5923"
109,31.07.2023,1367.6,45.63,174.33,5938.0,1519.4,2434.0,508.75,267.4,523.5,2635.0,95.992,98.883,70.632,92.749,96.0,85.43,"3 073,5","1 057,43","99,9586","90,9783"
110,28.07.2023,1334.8,44.84,171.44,5896.0,1500.2,2434.0,500.65,249.25,516.5,2636.0,96.033,99.105,70.563,92.744,96.0,84.41,"3 008,61","1 033,67","100,2173","90,0225"
111,27.07.2023,1328.0,44.89,172.0,5668.0,1496.0,2407.0,493.75,247.95,509.4,2630.0,96.118,99.11,70.599,92.886,96.0,84.24,"2 987,85","1 039,04","99,7156","90,0468"
112,26.07.2023,1301.4,44.72,171.35,5626.0,1494.4,2421.5,486.9,247.05,506.4,2655.2,96.101,99.14,70.792,93.097,96.0,82.92,"2 970,42","1 038,74","99,6918","90,0945"
113,25.07.2023,1313.6,44.93,171.86,5633.5,1472.0,2355.5,489.15,247.2,509.3,2642.6,96.08,99.122,70.652,93.0,96.0,83.64,"2 975,36","1 038,57","100,3614","90,4890"
114,24.07.2023,1286.0,44.42,171.98,5545.5,1476.4,2239.0,481.6,244.87,498.1,2630.0,95.954,99.155,70.381,93.316,96.0,82.74,"2 937,47","1 023,34","100,6562","90,3846"
115,21.07.2023,1274.2,44.2,171.19,5505.0,1481.0,2108.5,483.2,244.13,494.7,2532.0,96.0,99.108,70.37,93.371,96.0,81.07,"2 923,54","1 012,37","101,8330","90,8545"
116,20.07.2023,1260.8,43.86,169.92,5394.0,1464.0,2072.0,475.1,242.7,488.6,2492.2,96.148,99.284,70.308,93.348,96.0,79.64,"2 917,48","1 016,53","102,4441","91,2046"
117,19.07.2023,1277.4,43.79,173.04,5518.0,1479.4,2088.5,485.95,245.85,496.5,2571.6,96.099,99.345,70.362,93.283,96.0,79.46,"2 943,43","1 015,13","102,0271","90,6906"
118,18.07.2023,1287.8,44.36,174.89,5537.5,1485.0,2110.5,490.15,246.77,497.7,2590.0,95.916,99.313,70.366,93.27,96.0,79.63,"2 954,52","1 024,98","101,6496","90,4217"
119,17.07.2023,1275.0,42.58,170.63,5503.0,1468.2,2115.0,489.3,245.39,496.4,2538.4,96.054,99.165,70.428,93.201,96.0,78.5,"2 917,61","1 009,79","101,1992","90,1190"
120,14.07.2023,1253.0,42.39,169.7,5514.0,1440.0,2039.0,487.65,246.45,496.0,2555.0,96.724,99.252,70.651,93.42,96.0,79.87,"2 902,72","1 014,62","100,6788","90,1757"
121,13.07.2023,1238.8,42.39,168.96,5498.0,1423.0,2030.5,488.4,246.19,494.7,2464.6,96.81,99.393,70.49,93.7,96.0,81.36,"2 885,63","1 008,56","99,8890","90,6253"
122,12.07.2023,1244.0,42.12,170.3,5500.0,1445.6,2036.5,487.05,247.52,495.6,2445.0,96.962,99.38,70.56,93.44,96.0,80.11,"2 896,83","1 004,98","99,6775","90,5045"
123,11.07.2023,1222.8,41.85,168.85,5439.0,1418.8,2034.0,478.8,247.99,490.7,2462.0,96.851,99.38,70.65,99.25,96.0,79.4,"2 860,33","997,64","100,4155","91,4931"
124,10.07.2023,1218.4,42.09,167.59,5436.0,1403.8,1970.5,477.45,249.4,487.9,2407.6,97.035,99.4,70.82,100.586,96.0,77.69,"2 856,76","993,19","99,8189","91,6879"
125,07.07.2023,1199.4,41.43,166.34,5439.5,1396.4,1964.0,482.4,243.67,501.0,2365.6,97.171,99.415,70.927,100.752,96.0,78.47,"2 832,51","976,08","100,7163","92,5695"
126,06.07.2023,1203.8,41.44,166.36,5347.0,1363.8,1965.0,476.75,240.96,499.2,2390.2,97.39,99.405,70.86,100.4,96.0,76.51,"2 819,6","970,93","98,4144","90,3380"
127,05.07.2023,1213.0,41.89,165.71,5298.5,1322.4,1959.5,473.9,240.95,501.7,2403.6,97.315,99.43,70.993,100.101,96.0,76.65,2 805,"969,33","97,7382","89,5450"
128,04.07.2023,1201.4,41.31,165.5,5209.0,1316.6,1922.5,473.4,240.7,493.4,2366.0,97.25,99.385,71.155,99.3,96.0,76.25,"2 808,22","987,43","97,2582","89,3255"
129,03.07.2023,1219.0,42.2,166.82,5095.5,1322.4,1936.5,478.05,243.33,500.1,2402.8,97.499,99.458,71.296,98.85,96.0,74.65,"2 793,93","992,94","96,0195","88,3844"
130,30.06.2023,1174.0,42.7,166.86,5079.0,1335.0,1970.0,482.35,239.61,505.7,2439.6,97.446,99.421,71.17,97.301,96.0,75.41,"2 797,37","982,94","95,1052","87,0341"
131,29.06.2023,1166.8,43.01,167.88,5124.0,1326.4,1974.0,482.1,239.99,507.7,2468.6,97.69,99.402,71.307,96.001,96.0,74.51,"2 796,41","1 006,83","93,8644","85,6192"
132,28.06.2023,1169.0,42.19,168.05,5108.0,1322.8,1978.0,477.05,239.67,500.0,2462.0,97.764,99.42,71.51,95.5,96.0,74.03,"2 780,92","1 014,68","93,1373","85,0504"
133,27.06.2023,1187.8,42.3,166.45,5138.0,1332.2,1974.0,475.85,241.21,497.9,2431.4,97.775,99.415,71.36,93.825,96.0,72.26,"2 776,63","1 028,24","92,2969","84,6642"
134,26.06.2023,1158.2,41.42,166.91,5048.5,1322.2,1955.0,474.4,238.4,498.5,2379.0,97.735,99.371,71.31,94.299,96.0,74.18,"2 757,13","1 021,38","91,4933","84,0793"
135,23.06.2023,1164.6,40.71,165.8,5030.0,1317.0,1948.5,467.55,235.67,494.6,2393.4,97.905,99.255,71.57,95.112,96.0,73.85,"2 795,06","1 039,99","91,9430","83,6077"
