,Дата,severstal,aeroflot,gazprom,lukoil,novatek,ozon,rosneft,sber,tatneft,yandex,SU26207RMFS9,SU26227RMFS7,SU26238RMFS4,SU26243RMFS4,SU25085RMFS0,brent,moex,rts,Евро,Доллар США
581,20.08.2021,1669.0,67.14,292.57,6339.5,1733.0,3656.0,534.0,325.67,488.7,5061.0,,,,,,65.18,"3 832,7","1 623,5","86,6150","74,1503"
582,19.08.2021,1683.8,67.2,293.68,6332.0,1763.6,3734.0,537.8,332.69,490.2,5065.6,,,,,,66.45,"3 853,98","1 635,63","86,1210","73,4633"
583,18.08.2021,1707.2,67.92,295.05,6445.0,1781.2,3839.5,546.95,334.9,494.6,5055.2,,,,,,68.23,"3 925,17","1 675,21","86,4804","73,4753"
584,17.08.2021,1743.2,67.0,298.32,6567.5,1798.2,3831.5,555.0,334.5,500.6,5065.2,,,,,,69.03,"3 943,01","1 689,76","86,5072","73,3920"
585,16.08.2021,1761.2,66.92,295.1,6495.5,1773.4,3829.5,564.4,329.36,496.6,5093.0,,,,,,69.51,"3 895,31","1 674,09","86,2195","73,4721"
586,13.08.2021,1747.8,66.8,292.7,6429.5,1729.8,3820.5,558.55,328.68,494.5,4975.0,,,,,,70.59,3 873,"1 666,44","86,3457","73,5671"
587,12.08.2021,1744.2,67.0,293.23,6504.5,1732.8,3909.5,565.9,328.57,498.8,4984.4,,,,,,71.31,"3 888,86","1 665,56","86,6257","73,9695"
588,11.08.2021,1767.4,67.12,290.35,6450.0,1706.0,3831.0,561.8,329.9,495.1,5036.4,,,,,,71.44,"3 877,37","1 656,2","86,3578","73,5962"
589,10.08.2021,1775.0,67.04,288.61,6423.5,1712.8,3847.0,562.55,330.11,497.3,4966.2,,,,,,70.63,"3 862,32","1 646,47","86,4378","73,5078"
590,09.08.2021,1736.0,66.9,286.68,6290.0,1670.0,3936.0,545.0,326.91,494.0,4971.0,,,,,,69.04,"3 835,11","1 641,07","86,4621","73,1304"
591,06.08.2021,1759.8,66.86,282.27,6236.0,1667.6,3849.5,544.9,319.15,494.1,4971.2,,,,,,70.7,"3 805,36","1 632,87","86,6529","73,1680"
592,05.08.2021,1796.8,67.32,285.95,6312.0,1686.4,3795.0,548.0,315.82,502.0,4995.0,,,,,,71.29,"3 833,75","1 653,31","86,4112","72,7857"
593,04.08.2021,1789.6,66.78,287.94,6235.0,1648.4,3804.0,543.5,311.1,490.6,4989.6,,,,,,70.38,"3 810,62","1 640,3","86,5578","72,8724"
594,03.08.2021,1792.8,67.24,287.09,6297.0,1660.0,3822.0,551.0,309.89,491.4,4934.0,,,,,,72.41,"3 793,69","1 637,7","86,7717","73,0156"
595,02.08.2021,1786.0,66.78,286.75,6308.0,1625.8,3831.5,548.85,306.51,491.2,4938.0,,,,,,72.89,"3 788,1","1 635,9","86,9913","73,1388"
596,30.07.2021,1799.4,67.16,287.35,6299.0,1633.8,3818.0,544.5,305.59,488.4,4970.4,,,,,,75.41,"3 771,58","1 625,76","86,8624","73,1904"
597,29.07.2021,1795.4,67.24,287.0,6416.0,1640.2,3888.0,554.0,303.12,496.0,5034.6,,,,,,76.05,"3 804,33","1 639,35","86,9173","73,6088"
598,28.07.2021,1788.0,67.44,282.2,6415.0,1604.6,3881.0,554.25,302.9,493.7,5076.8,,,,,,74.74,"3 782,28","1 616,34","86,9919","73,8471"
599,27.07.2021,1783.2,66.1,278.08,6332.5,1554.4,3818.0,551.2,299.71,487.6,5035.2,,,,,,74.48,"3 733,1","1 594,64","87,3171","74,0980"
600,26.07.2021,1748.6,66.4,281.05,6405.0,1566.0,3874.5,552.7,303.34,489.8,5155.2,,,,,,74.5,"3 750,1","1 602,53","86,8451","73,7663"
601,23.07.2021,1741.6,66.94,279.51,6433.5,1536.8,3950.5,548.85,296.38,486.0,5196.4,,,,,,74.1,"3 734,54","1 595,86","86,9227","73,6945"
602,22.07.2021,1739.0,67.22,283.28,6456.0,1551.6,3966.5,553.65,297.27,490.4,5165.8,,,,,,73.79,"3 754,44","1 599,74","87,5983","74,4947"
603,21.07.2021,1711.8,67.8,282.9,6393.0,1540.2,3971.0,551.9,294.86,491.9,5151.2,,,,,,72.23,"3 722,96","1 586,12","87,7727","74,4910"
604,20.07.2021,1716.6,67.68,277.3,6307.5,1523.8,4007.0,547.5,296.1,482.1,5095.4,,,,,,69.35,"3 704,4","1 567,28","87,6097","74,3463"
605,19.07.2021,1673.6,66.7,275.51,6228.0,1515.4,3997.0,543.9,291.46,483.4,5109.0,,,,,,68.62,"3 693,42","1 559,4","87,5673","74,1656"
606,16.07.2021,1663.6,66.78,279.65,6362.0,1537.0,3989.5,563.45,298.85,496.7,5150.0,,,,,,73.59,"3 770,15","1 603,1","87,8316","74,2197"
607,15.07.2021,1680.2,67.76,280.01,6430.5,1556.2,3990.5,562.5,301.72,499.6,5188.0,,,,,,73.47,"3 799,97","1 612,08","87,3917","74,1236"
608,14.07.2021,1652.4,68.04,284.6,6566.0,1587.0,4026.0,569.0,301.5,516.2,5177.8,,,,,,74.76,"3 832,85","1 625,77","87,7820","74,0589"
609,13.07.2021,1671.0,68.28,293.83,6637.0,1605.0,4009.0,576.0,303.0,518.9,5256.8,,,,,,76.49,"3 877,03","1 648,84","88,6050","74,6336"
610,12.07.2021,1631.8,68.84,297.39,6611.0,1614.8,4079.0,579.0,306.23,518.6,5281.0,,,,,,75.16,"3 875,61","1 640,22","88,1397","74,4675"
611,09.07.2021,1624.8,68.74,295.22,6655.0,1612.4,4129.0,577.85,303.56,519.1,5235.8,,,,,,75.55,"3 855,31","1 635,04","88,7755","75,1952"
612,08.07.2021,1561.0,68.5,292.86,6684.0,1638.6,4099.0,581.1,302.63,521.9,5354.2,,,,,,74.12,"3 861,08","1 627,64","87,5588","74,0580"
613,07.07.2021,1590.0,68.34,297.39,6782.0,1640.0,4153.0,580.25,304.06,536.4,5341.4,,,,,,73.43,"3 895,1","1 641,42","87,0034","73,2660"
614,06.07.2021,1528.2,68.5,293.45,6829.0,1651.0,4214.5,571.0,303.34,539.3,5247.4,,,,,,74.53,"3 884,3","1 644,99","87,0272","73,3540"
615,05.07.2021,1555.0,69.34,291.1,6845.0,1681.2,4267.0,567.5,307.0,542.4,5212.4,,,,,,77.16,"3 882,59","1 664,55","87,0748","73,6175"
616,02.07.2021,1574.0,68.58,285.65,6849.0,1657.0,4260.0,567.0,307.39,538.3,5216.0,,,,,,76.17,"3 865,42","1 659,72","86,4113","72,9086"
617,01.07.2021,1570.0,68.54,285.74,7010.0,1657.8,4255.0,581.45,305.78,537.0,5168.6,,,,,,75.84,"3 858,32","1 656,61","86,5118","72,7234"
618,30.06.2021,1577.4,68.6,281.8,6762.5,1608.0,4308.0,571.2,306.45,531.3,5176.6,,,,,,74.62,"3 841,85","1 653,78","86,2026","72,3723"
619,29.06.2021,1540.6,68.06,276.8,6685.0,1528.2,4327.5,553.05,306.1,523.8,5084.6,,,,,,74.76,"3 790,85","1 640,08","86,1657","72,1777"
620,28.06.2021,1571.4,69.32,276.99,6759.0,1545.2,4350.5,555.0,309.48,530.4,5099.8,,,,,,74.68,"3 825,57","1 669,75","86,1919","72,1694"
621,25.06.2021,1566.2,69.98,277.19,6810.0,1552.0,4221.5,564.7,311.81,537.1,5088.0,,,,,,76.18,"3 831,84","1 672,08","86,3283","72,3260"
622,24.06.2021,1581.6,69.14,277.47,6725.0,1504.0,4309.5,565.95,310.0,538.3,5033.0,,,,,,75.56,"3 823,44","1 664,94","86,7137","72,6671"
623,23.06.2021,1600.6,70.58,277.35,6633.0,1537.4,4243.5,570.45,309.79,540.0,5040.0,,,,,,75.19,"3 837,15","1 666,21","87,0677","73,1661"
624,22.06.2021,1603.0,71.68,277.0,6715.5,1554.8,4260.5,551.85,309.73,539.4,5007.0,,,,,,74.81,"3 821,68","1 645,59","86,8942","73,1987"
625,21.06.2021,1613.0,71.1,272.62,6697.0,1569.6,4232.5,541.2,310.4,534.8,5008.4,,,,,,74.9,"3 813,45","1 642,39","85,9943","72,2216"
626,18.06.2021,1620.0,71.4,270.06,6653.0,1555.4,4230.0,541.0,309.3,526.8,5047.0,,,,,,73.51,"3 802,95","1 646,72","86,7012","72,5048"
627,17.06.2021,1636.6,69.9,272.5,6669.5,1559.0,4160.5,537.0,313.9,535.8,5041.4,,,,,,73.08,"3 819,07","1 664,38","87,3536","72,0323"
628,16.06.2021,1661.4,70.16,271.8,6591.5,1575.4,4129.0,541.25,311.61,540.6,4962.8,,,,,,74.39,"3 829,67","1 679,02","87,2110","71,8318"
629,15.06.2021,1695.0,71.06,272.72,6504.5,1561.6,4061.0,536.05,312.51,537.1,4925.0,,,,,,73.99,"3 822,4","1 665,31","87,3274","71,6797"
630,14.06.2021,1721.2,72.28,279.5,6515.0,1575.2,4153.5,537.6,314.12,535.9,5090.0,,,,,,72.86,"3 860,18","1 687,37","87,3274","71,6797"
631,11.06.2021,1733.8,73.58,277.05,6518.5,1550.6,4134.5,535.45,313.0,523.4,5056.8,,,,,,72.69,"3 841,53","1 678,57","87,8065","72,1974"
632,10.06.2021,1691.0,73.34,276.1,6570.0,1568.4,4158.0,539.6,314.62,519.4,5005.8,,,,,,72.52,"3 827,71","1 677,36","87,8114","72,0829"
633,09.06.2021,1655.0,73.72,275.65,6587.0,1619.8,4148.0,548.25,314.78,523.8,4973.0,,,,,,72.06,"3 843,28","1 674,75","88,6433","72,8256"
634,08.06.2021,1658.8,71.38,275.36,6504.5,1583.4,4153.0,550.25,314.83,515.3,4889.6,,,,,,72.22,"3 807,43","1 656,46","88,6530","72,9294"
635,07.06.2021,1685.4,71.34,275.67,6555.0,1569.0,4061.0,551.55,315.53,517.2,4911.4,,,,,,71.49,"3 822,21","1 652,99","88,7545","73,2721"
636,04.06.2021,1646.6,71.44,274.3,6511.0,1576.8,4043.0,556.45,310.94,512.5,4923.4,,,,,,71.89,"3 807,43","1 647,06","89,2644","73,2636"
637,03.06.2021,1663.6,71.5,272.1,6474.5,1551.0,3979.5,559.45,312.41,514.2,4901.8,,,,,,71.31,"3 805,45","1 636,51","89,6895","73,4979"
638,02.06.2021,1681.6,71.24,271.15,6428.0,1552.8,4038.0,552.0,313.98,518.0,4948.0,,,,,,71.35,"3 817,68","1 643,66","89,5958","73,2411"
639,01.06.2021,1695.2,71.06,263.86,6210.0,1491.0,3958.5,544.0,311.6,510.0,4933.0,,,,,,70.25,"3 764,59","1 614,21","89,3778","73,2965"
640,31.05.2021,1686.0,70.06,261.03,5993.0,1447.6,3936.0,531.4,310.79,501.1,4942.0,,,,,,69.32,"3 721,63","1 597,54","89,6731","73,5870"
641,28.05.2021,1758.2,69.94,262.0,5955.0,1456.0,3893.0,523.35,309.56,492.5,4945.0,,,,,,68.72,"3 730,55","1 603,79","89,6555","73,4580"
642,27.05.2021,1756.2,71.12,262.96,5992.0,1466.0,3871.5,525.2,312.72,485.0,4962.2,,,,,,69.46,"3 738,68","1 603,67","89,9392","73,4737"
643,26.05.2021,1754.4,70.72,263.09,6016.5,1421.2,4038.0,525.85,307.01,486.4,4995.4,,,,,,68.87,"3 711,05","1 590,58","89,9545","73,3963"
644,25.05.2021,1789.0,71.34,259.79,5913.0,1404.8,4033.5,524.35,306.8,485.3,4897.8,,,,,,68.65,"3 686,76","1 580,69","89,6877","73,5266"
645,24.05.2021,1784.0,71.68,261.24,5818.0,1402.6,4198.0,523.95,300.7,492.8,4891.8,,,,,,68.46,"3 662,51","1 570,9","89,9446","73,5803"
646,21.05.2021,1783.4,70.86,258.0,5800.5,1403.6,4051.5,525.55,301.23,487.7,4767.2,,,,,,66.44,"3 660,48","1 569,55","89,7708","73,6007"
647,20.05.2021,1813.0,70.08,259.16,5711.0,1375.0,4017.0,517.35,296.72,483.3,4750.8,,,,,,65.11,"3 636,16","1 558,72","90,1006","73,6778"
648,19.05.2021,1767.8,69.5,260.9,5862.5,1393.0,3941.0,529.5,297.0,492.9,4741.6,,,,,,66.66,"3 634,76","1 552,91","89,9057","73,6992"
649,18.05.2021,1783.8,70.92,266.22,5994.0,1402.2,3720.0,540.45,305.78,500.4,4740.0,,,,,,68.71,"3 687,96","1 574,32","89,6584","73,8537"
650,17.05.2021,1772.8,70.6,255.15,5976.0,1393.2,4015.5,545.55,303.94,505.9,4704.2,,,,,,69.46,"3 639,61","1 551,36","89,6249","73,9968"
651,14.05.2021,1780.0,67.32,249.55,6050.0,1373.2,4136.0,545.65,304.1,500.9,4687.0,,,,,,68.71,"3 637,6","1 548,93","89,9343","74,3566"
652,13.05.2021,1789.0,66.6,247.16,6040.0,1393.4,4011.0,550.0,306.74,506.2,4638.4,,,,,,67.05,"3 637,38","1 546,93","89,8475","74,0400"
653,12.05.2021,1819.2,65.9,241.79,6119.0,1389.4,4080.0,542.2,302.02,510.6,4601.0,,,,,,69.32,"3 654,14","1 548,02","90,0040","74,1567"
654,11.05.2021,1827.8,66.32,242.5,6021.0,1407.0,4197.0,532.0,307.16,515.6,4678.0,,,,,,68.55,"3 652,05","1 552,63","89,5060","74,1373"
655,10.05.2021,1831.2,66.88,241.41,6118.0,1414.0,4019.5,541.95,320.19,517.1,4702.8,,,,,,68.32,"3 694,78","1 570,78","89,5060","74,1373"
656,07.05.2021,1835.6,65.64,241.7,6088.0,1419.6,4282.5,536.2,317.94,512.5,4831.6,,,,,,68.28,"3 682,69","1 577,51","89,6788","74,5770"
657,06.05.2021,1760.0,65.4,243.0,6087.0,1411.0,4397.0,538.55,314.72,515.8,4828.6,,,,,,68.09,"3 658,27","1 550,64","89,7742","74,8617"
658,05.05.2021,1752.2,65.22,237.5,6122.0,1418.6,4444.0,538.65,305.99,511.1,4864.4,,,,,,68.96,"3 643,56","1 535,67","90,4510","75,2567"
659,04.05.2021,1757.8,65.18,233.8,5991.0,1406.2,4522.0,537.15,303.7,514.0,4802.2,,,,,,68.88,"3 577,21","1 502,58","90,5850","74,8451"
660,30.04.2021,1774.0,64.54,231.38,5805.0,1358.0,4669.5,525.2,297.73,506.5,4934.8,,,,,,66.76,3 544,"1 485,03","90,1513","74,3823"
661,29.04.2021,1811.6,64.9,230.51,5926.0,1401.0,4671.0,528.75,297.1,505.2,5040.0,,,,,,68.56,"3 571,05","1 510,72","90,4289","74,9390"
662,28.04.2021,1795.2,65.0,232.96,5901.0,1395.8,4807.0,527.95,298.49,529.9,4834.8,,,,,,67.27,"3 578,12","1 509,06","90,4666","74,9578"
663,27.04.2021,1811.8,65.54,232.0,5903.5,1406.4,4902.0,528.0,298.5,568.5,4732.0,,,,,,66.42,"3 600,6","1 516,01","90,4468","74,7680"
664,26.04.2021,1876.0,66.04,233.23,5919.0,1408.8,4979.0,530.6,295.27,568.4,4703.6,,,,,,65.65,"3 610,98","1 519,33","90,4676","75,0893"
665,23.04.2021,1881.2,65.3,232.62,5950.0,1427.2,4860.0,538.5,293.19,571.3,4570.2,,,,,,66.11,"3 597,17","1 511,85","92,0423","76,4217"
666,22.04.2021,1874.8,64.48,230.93,5999.0,1443.6,4702.0,541.6,292.18,566.6,4605.0,,,,,,65.4,"3 600,35","1 501,77","92,2913","76,8198"
667,21.04.2021,1827.8,63.6,230.84,5946.0,1430.8,4671.0,545.7,289.25,569.6,4648.0,,,,,,65.32,"3 561,72","1 464,17","91,7507","76,0155"
668,20.04.2021,1749.0,64.48,230.0,5897.0,1423.4,4605.0,541.05,287.42,568.2,4665.6,,,,,,66.57,"3 552,41","1 455,43","91,4760","76,2491"
669,19.04.2021,1735.6,65.48,231.17,6007.0,1431.0,4659.0,548.05,287.72,575.7,4663.8,,,,,,67.05,"3 574,08","1 476,58","90,4602","75,5535"
670,16.04.2021,1768.8,66.48,235.1,6066.0,1457.4,4760.0,555.05,288.5,582.1,4690.0,,,,,,66.77,"3 598,44","1 497,05","92,2307","76,9808"
671,15.04.2021,1668.6,65.62,234.63,6054.5,1447.6,4730.5,556.5,283.72,584.4,4677.8,,,,,,66.94,"3 568,51","1 474,85","90,5391","75,6826"
672,14.04.2021,1611.8,65.8,235.32,6134.0,1456.8,4751.0,552.1,287.18,586.6,4661.0,,,,,,66.58,"3 576,89",1 490,"91,9162","77,2535"
673,13.04.2021,1632.2,65.76,227.99,6044.5,1451.2,4739.0,551.95,287.95,571.0,4600.0,,,,,,63.67,"3 526,3","1 458,51","92,0669","77,5104"
674,12.04.2021,1607.8,66.52,222.87,6020.0,1442.6,4724.0,540.15,281.75,571.3,4854.8,,,,,,63.28,"3 522,65","1 432,48","91,7809","77,1657"
675,09.04.2021,1537.8,66.28,222.15,5933.0,1429.4,4650.5,538.0,281.07,565.5,4813.0,,,,,,62.95,"3 486,03","1 417,77","91,6192","77,1011"
676,08.04.2021,1553.0,66.8,224.3,6008.5,1445.0,4490.0,549.3,283.89,580.0,4888.0,,,,,,63.2,"3 507,83","1 440,43","92,3321","77,7730"
677,07.04.2021,1521.8,67.02,224.51,5978.0,1462.4,4567.0,551.5,283.98,588.0,4845.2,,,,,,63.16,"3 500,34","1 429,51","90,1821","76,3802"
678,06.04.2021,1503.0,66.88,222.95,5891.0,1424.0,4474.0,547.55,281.5,582.2,4961.8,,,,,,62.74,"3 493,89","1 426,86","89,9958","76,6052"
679,05.04.2021,1507.8,67.32,225.06,5990.5,1459.6,4395.0,560.15,288.78,596.4,4940.0,,,,,,62.15,"3 524,93","1 457,13","89,5916","76,0734"
680,02.04.2021,1528.2,67.5,228.4,6108.5,1484.6,4387.5,566.65,291.7,605.3,4935.0,,,,,,,"3 558,22","1 466,71","88,9523","75,8073"
681,01.04.2021,1509.2,67.16,226.94,6112.0,1489.0,4435.0,568.9,290.24,606.0,4949.2,,,,,,64.86,"3 527,54","1 457,37","88,7452","75,6373"
682,31.03.2021,1534.6,67.44,227.24,6111.5,1488.2,4235.0,572.6,291.02,594.2,4859.0,,,,,,62.74,"3 541,72","1 477,11","88,8821","75,7023"
683,30.03.2021,1480.6,66.84,225.93,6155.0,1484.0,4011.0,570.25,293.25,596.9,4788.0,,,,,,64.14,"3 525,23","1 460,32","89,3490","75,8287"
684,29.03.2021,1441.2,67.46,228.74,6257.5,1497.6,4006.0,575.3,293.3,603.0,4830.0,,,,,,64.98,"3 529,33","1 468,14","89,2576","75,7576"
685,26.03.2021,1426.2,68.0,227.3,6283.0,1518.6,3958.0,582.2,291.22,603.4,4785.0,,,,,,64.57,"3 489,83","1 449,85","89,9768","76,1741"
686,25.03.2021,1396.6,66.14,224.84,6182.0,1492.8,3955.0,574.65,286.66,596.0,4741.0,,,,,,61.95,"3 439,3","1 417,16","90,0515","76,1535"
687,24.03.2021,1397.6,65.9,223.65,6162.5,1501.0,3953.0,568.05,285.79,605.1,4850.0,,,,,,64.41,"3 485,33","1 437,18","89,7670","75,3585"
688,23.03.2021,1378.6,67.72,221.62,5961.0,1464.4,4086.0,565.1,282.6,589.5,4906.0,,,,,,60.79,"3 467,21","1 435,67","88,6573","74,6085"
689,22.03.2021,1411.8,69.26,221.88,6118.0,1434.6,4175.0,562.65,288.65,600.7,4891.0,,,,,,64.62,"3 489,07","1 467,62","88,4330","74,1390"
690,19.03.2021,1422.6,69.8,225.4,6078.0,1427.8,4217.0,560.3,285.47,598.0,4880.0,,,,,,64.53,"3 475,26","1 474,05","88,1173","73,6582"
691,18.03.2021,1411.4,69.18,224.35,6083.0,1443.0,4179.0,544.05,279.25,583.6,4858.0,,,,,,63.28,"3 504,85","1 488,72","86,9693","73,1019"
692,17.03.2021,1417.0,70.02,229.9,6363.0,1493.6,4170.0,555.85,283.35,608.3,5037.6,,,,,,68.0,"3 507,91","1 493,66","86,9852","72,9619"
693,16.03.2021,1435.2,70.5,234.02,6445.0,1540.2,4147.5,571.2,292.33,610.0,5161.8,,,,,,68.39,"3 589,83","1 552,81","87,3508","73,2317"
694,15.03.2021,1436.2,70.82,237.79,6472.5,1558.6,4201.0,576.4,292.74,624.6,5039.0,,,,,,68.88,"3 584,49","1 543,99","87,7981","73,5081"
695,12.03.2021,1408.0,69.86,233.8,6356.0,1532.0,4114.0,572.25,284.93,623.6,4960.4,,,,,,69.22,"3 539,5","1 519,5","87,7585","73,4996"
696,11.03.2021,1361.0,70.0,232.47,6339.0,1490.4,4064.0,572.0,286.0,618.7,4889.8,,,,,,69.63,"3 508,51","1 505,22","87,9587","74,0393"
697,10.03.2021,1334.4,69.86,231.69,6127.5,1467.2,3844.0,561.15,282.24,605.3,4692.0,,,,,,67.9,"3 463,06","1 479,57","88,1736","74,2640"
698,09.03.2021,1315.6,69.66,232.1,6305.0,1459.4,3831.0,570.6,285.79,607.0,4707.6,,,,,,67.52,"3 478,72","1 481,85","88,9334","74,4275"
699,05.03.2021,1339.0,69.28,227.0,6236.0,1395.0,4073.0,561.0,277.5,567.4,4722.8,,,,,,69.36,"3 414,13","1 447,46","88,9421","73,7864"
700,04.03.2021,1333.0,69.44,221.14,5806.0,1297.0,4226.5,540.1,274.75,533.7,4718.2,,,,,,66.74,"3 397,56","1 454,67","88,8768","73,5187"
701,03.03.2021,1375.4,70.6,222.15,5701.0,1318.8,4490.5,533.8,278.01,534.8,4890.2,,,,,,64.07,"3 416,04","1 453,61","89,5652","74,5755"
702,02.03.2021,1360.0,71.1,222.74,5648.5,1319.0,4602.0,526.0,279.1,533.3,5027.0,,,,,,62.7,"3 410,1","1 452,48","89,4461","74,0448"
703,01.03.2021,1366.8,69.92,221.47,5634.0,1298.6,4703.5,524.1,273.58,528.3,5004.6,,,,,,63.69,"3 386,16","1 443,02","90,3743","74,4373"
704,26.02.2021,1343.6,69.66,217.56,5575.5,1276.0,4480.0,523.35,270.17,522.5,4813.2,,,,,,64.42,"3 346,64","1 411,93","89,4995","73,4747"
705,25.02.2021,1341.0,69.44,221.7,5740.5,1293.4,4330.0,529.35,270.71,535.5,4857.4,,,,,,66.88,"3 409,76","1 450,39","89,6691","73,7532"
706,24.02.2021,1304.4,70.3,222.55,5788.5,1323.0,4557.5,518.25,271.9,537.4,4928.2,,,,,,67.04,"3 385,48","1 445,91","89,6604","73,9833"
707,22.02.2021,1334.6,69.2,225.63,5786.0,1338.6,4938.0,516.0,273.71,527.8,4918.0,,,,,,65.24,"3 433,93","1 455,33","89,6604","73,9833"
708,20.02.2021,1311.8,69.14,225.84,5633.0,1363.0,4864.0,513.15,270.51,524.6,5064.0,,,,,,,"3 446,32","1 465,82","89,5427","73,9717"
709,19.02.2021,1308.4,69.02,226.0,5656.0,1363.0,4884.5,512.75,271.34,523.8,5005.0,,,,,,62.91,"3 457,68","1 472,33","88,8700","73,7755"
710,18.02.2021,1280.8,68.8,224.47,5615.0,1330.4,4573.5,506.85,266.99,515.2,5007.8,,,,,,63.93,"3 400,17","1 446,7","89,0809","73,7669"
711,17.02.2021,1293.0,69.18,229.14,5768.5,1372.0,4420.0,515.15,270.9,529.8,5187.0,,,,,,64.34,"3 436,8","1 462,35","88,9441","73,2895"
712,16.02.2021,1301.0,69.5,232.46,5868.5,1399.0,4765.0,525.6,270.9,538.0,5348.0,,,,,,63.35,"3 495,26","1 494,58","88,9754","73,3092"
713,15.02.2021,1287.8,69.62,229.22,5909.5,1409.8,4739.0,521.45,271.81,538.2,5478.0,,,,,,63.3,"3 481,9","1 496,4","89,6052","73,9378"
714,12.02.2021,1287.2,69.28,226.71,5756.0,1370.0,4753.0,509.35,266.0,529.2,5448.0,,,,,,62.43,"3 427,08","1 461,99","89,4388","73,7579"
715,11.02.2021,1277.2,68.86,221.35,5641.5,1327.4,4726.5,496.8,264.7,517.0,5361.6,,,,,,61.14,"3 414,32","1 461,33","89,5684","73,8526"
716,10.02.2021,1283.0,69.18,223.24,5594.5,1347.0,4883.0,491.45,265.9,523.3,5306.0,,,,,,61.47,"3 399,66","1 448,31","89,5286","74,1192"
717,09.02.2021,1287.6,70.34,227.73,5695.0,1378.0,4665.0,494.8,268.98,526.6,5147.2,,,,,,61.09,"3 426,86","1 457,87","89,4019","74,2602"
718,08.02.2021,1296.4,71.08,228.0,5758.0,1399.8,4969.0,501.75,275.2,528.2,5060.4,,,,,,60.56,"3 445,9","1 462,22","89,8850","75,1107"
719,05.02.2021,1287.0,70.82,222.01,5715.0,1378.2,4650.0,493.95,271.7,513.0,4973.6,,,,,,59.34,"3 392,73","1 431,76","90,9206","75,7293"
720,04.02.2021,1299.6,70.56,219.79,5699.5,1339.4,4185.5,489.2,270.11,506.7,5016.6,,,,,,58.84,3 372,"1 402,71","91,5624","76,0801"
721,03.02.2021,1284.0,70.68,218.1,5555.0,1336.8,4023.0,489.95,263.53,505.5,4917.2,,,,,,58.46,"3 343,46",1 387,"91,6250","75,9051"
722,02.02.2021,1287.0,70.14,214.42,5516.0,1336.0,4016.0,482.0,263.15,499.2,4997.0,,,,,,57.46,"3 360,25","1 398,99","91,5426","75,5053"
723,01.02.2021,1278.4,70.34,214.66,5406.0,1302.8,3867.5,478.35,263.8,494.2,4847.4,,,,,,56.35,"3 291,14","1 363,96","92,2963","76,2527"
724,29.01.2021,1262.8,69.88,212.83,5377.0,1266.8,3662.0,473.0,258.11,489.3,4760.6,,,,,,55.04,"3 277,08","1 367,64","92,1310","76,1854"
725,28.01.2021,1279.6,71.0,217.7,5575.0,1325.0,3846.0,483.4,265.96,500.0,4876.2,,,,,,55.53,"3 342,01","1 384,64","91,2186","75,0400"
726,27.01.2021,1280.6,69.88,217.4,5499.5,1340.8,3560.5,481.25,265.5,502.0,4828.4,,,,,,55.81,"3 343,62","1 393,02","91,6701","75,6354"
727,26.01.2021,1316.2,70.76,218.8,5595.5,1373.8,3901.0,493.95,269.34,506.2,4898.2,,,,,,55.91,"3 390,76","1 422,95","91,1458","74,8569"
728,25.01.2021,1313.0,71.14,218.68,5722.0,1373.0,4014.5,495.6,265.3,509.7,4901.8,,,,,,55.88,"3 397,48","1 412,02","90,4087","74,3615"
729,22.01.2021,1320.4,71.84,215.49,5740.5,1359.2,3980.0,494.25,268.25,507.0,5015.8,,,,,,55.41,"3 382,92","1 418,29","88,9677","73,3694"
730,21.01.2021,1344.4,72.5,217.28,5771.0,1352.0,4057.0,498.0,274.4,516.8,5069.0,,,,,,56.1,"3 422,67","1 463,84","89,1483","73,3550"
731,20.01.2021,1340.0,73.72,224.3,5864.0,1388.6,4001.0,510.65,279.8,529.5,5170.0,,,,,,56.08,"3 466,8","1 486,9","89,2064","73,7243"
732,19.01.2021,1340.4,73.72,223.15,5892.0,1377.2,3972.0,510.7,278.19,530.5,5008.8,,,,,,55.9,"3 443,23","1 470,63","89,3304","73,9735"
733,18.01.2021,1347.8,72.78,226.88,5873.0,1390.4,3795.0,516.5,279.79,532.9,5043.6,,,,,,54.75,"3 471,92","1 474,86","89,2546","73,5453"
734,15.01.2021,1344.8,72.3,226.5,5888.5,1375.8,3805.5,512.2,276.9,535.2,4998.0,,,,,,55.1,"3 450,95","1 474,28","89,6475","73,7961"
735,14.01.2021,1367.6,73.16,228.86,5937.0,1438.0,3636.5,505.0,284.79,551.6,5077.4,,,,,,56.42,"3 490,85","1 500,58","89,7831","73,5264"
736,13.01.2021,1315.6,73.5,226.8,5755.0,1425.6,3491.0,485.95,283.78,546.2,5079.8,,,,,,56.06,"3 470,26","1 486,77","90,3227","74,2663"
737,12.01.2021,1332.8,74.18,228.69,5721.0,1401.0,3530.5,474.4,289.99,546.2,5121.8,,,,,,56.58,"3 471,65","1 484,96","90,8123","74,5157"
738,11.01.2021,1351.2,74.08,227.6,5599.0,1405.4,3382.0,473.25,289.49,539.8,5214.2,,,,,,55.66,"3 482,48","1 466,56","90,7932","73,8757"
739,08.01.2021,1369.2,73.58,225.49,5556.5,1379.2,3376.5,478.2,283.64,545.4,5254.2,,,,,,55.99,"3 454,82","1 466,5","90,7932","73,8757"
